signal_index,signal_time,entry_index,entry_time,exit_index,exit_time,direction,entry,stop,target,exit_price,gross_r,cost_r,net_r,outcome,structure_key,symbol_metadata_version,spread_price,spread_points,spread_pips,entry_slippage_price,exit_slippage_price,slippage_price_round_trip,commission_usd_round_turn,commission,spread_r,slippage_r,commission_r,swap_r,price_cost_round_trip,total_cost,total_cost_r,partial_taken,break_even_activated,ambiguous_bar,unresolved_open_position,management_events,experiment_id,strategy_id,strategy_version,symbol
19102,2025-09-23 06:45,19103,2025-09-23 06:50,19108,2025-09-23 07:15,long,1.18046,1.18004,1.18129,1.18004,-1.0,0.738095,-1.738095,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2025-09-23 02:45@1.18000|poi@bullish_order_block@2025-09-23 06:35@1.18008@1.18020|confirm@2025-09-23 06:45|choch@2025-09-23 06:45@1.18008,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.5952380952,0.1428571429,0.0,0.0,0.00031,0.00031,0.7380952381,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
21694,2025-10-06 06:50,21695,2025-10-06 06:55,21722,2025-10-06 09:10,short,1.17238,1.17299,1.17116,1.17116,1.5,0.508197,0.991803,TARGET,ST-C1|1.0.0|EURUSD|short|sweep@2025-10-06 06:35@1.17290|poi@bearish_order_block@2025-10-06 06:35@1.17279@1.17296|confirm@2025-10-06 06:50|choch@2025-10-06 06:50@1.17297,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.4098360656,0.0983606557,0.0,0.0,0.00031,0.00031,0.5081967213,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 15}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 15}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.17238, 'bar': 15})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
23196,2025-10-13 12:00,23197,2025-10-13 12:05,23212,2025-10-13 13:20,long,1.15928,1.15824,1.16136,1.15824,-1.0,0.298077,-1.298077,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2025-10-13 09:55@1.16126|poi@bullish_order_block@2025-10-13 11:55@1.15832@1.15860|confirm@2025-10-13 12:00|choch@2025-10-13 12:00@1.15809,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.2403846154,0.0576923077,0.0,0.0,0.00031,0.00031,0.2980769231,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
24020,2025-10-16 08:45,24021,2025-10-16 08:50,24029,2025-10-16 09:30,long,1.16586,1.16528,1.16701,1.16586,0.5,0.534483,-0.034483,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2025-10-16 08:35@1.16536|poi@bullish_order_block@2025-10-16 08:30@1.16532@1.16559|confirm@2025-10-16 08:45|choch@2025-10-16 08:45@1.16532,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.4310344828,0.1034482759,0.0,0.0,0.00031,0.00031,0.5344827586,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 4}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 4}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16586, 'bar': 4})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
24368,2025-10-17 13:45,24369,2025-10-17 13:50,24369,2025-10-17 13:50,long,1.17001,1.16925,1.17154,1.16925,-1.0,0.407895,-1.407895,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2025-10-17 13:30@1.16925|poi@bullish_order_block@2025-10-17 13:35@1.16930@1.16958|confirm@2025-10-17 13:45|choch@2025-10-17 13:45@1.16911,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.3289473684,0.0789473684,0.0,0.0,0.00031,0.00031,0.4078947368,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
25142,2025-10-22 06:15,25143,2025-10-22 06:20,25163,2025-10-22 08:00,short,1.16058,1.16102,1.15971,1.16102,-1.0,0.704545,-1.704545,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2025-10-22 04:10@1.16073|poi@bearish_order_block@2025-10-22 05:40@1.16075@1.16099|confirm@2025-10-22 06:15|choch@2025-10-22 06:15@1.16104,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.5681818182,0.1363636364,0.0,0.0,0.00031,0.00031,0.7045454545,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
25495,2025-10-23 11:40,25496,2025-10-23 11:45,25522,2025-10-23 13:55,short,1.15979,1.16038,1.15861,1.15861,1.5,0.525424,0.974576,TARGET,ST-C1|1.0.0|EURUSD|short|sweep@2025-10-23 10:20@1.15983|poi@bearish_order_block@2025-10-23 11:25@1.16017@1.16033|confirm@2025-10-23 11:40|choch@2025-10-23 11:40@1.16056,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.4237288136,0.1016949153,0.0,0.0,0.00031,0.00031,0.5254237288,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 15}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 15}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.15979, 'bar': 15})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
25719,2025-10-24 06:20,25720,2025-10-24 06:25,25726,2025-10-24 06:55,long,1.16085,1.16062,1.16131,1.16085,0.5,1.347826,-0.847826,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2025-10-24 06:15@1.16069|poi@bullish_order_block@2025-10-24 06:15@1.16064@1.16075|confirm@2025-10-24 06:20|choch@2025-10-24 06:20@1.16069,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,1.0869565217,0.2608695652,0.0,0.0,0.00031,0.00031,1.347826087,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 5}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 5}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16085, 'bar': 5})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
25738,2025-10-24 07:55,25739,2025-10-24 08:00,25744,2025-10-24 08:25,long,1.1607,1.16048,1.16114,1.16048,-1.0,1.409091,-2.409091,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2025-10-24 06:15@1.16069|poi@bullish_order_block@2025-10-24 07:45@1.16050@1.16061|confirm@2025-10-24 07:55|choch@2025-10-24 07:55@1.16050,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,1.1363636364,0.2727272727,0.0,0.0,0.00031,0.00031,1.4090909091,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
26034,2025-10-27 08:35,26035,2025-10-27 08:40,26042,2025-10-27 09:15,long,1.16269,1.16216,1.16374,1.16269,0.5,0.584906,-0.084906,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2025-10-27 06:15@1.16303|poi@bullish_order_block@2025-10-27 08:20@1.16219@1.16230|confirm@2025-10-27 08:35|choch@2025-10-27 08:35@1.16209,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.4716981132,0.1132075472,0.0,0.0,0.00031,0.00031,0.5849056604,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 5}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 5}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16269, 'bar': 5})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
26299,2025-10-28 06:40,26300,2025-10-28 06:45,26301,2025-10-28 06:50,long,1.16577,1.16555,1.16622,1.16622,1.522727,1.409091,0.113636,TARGET,ST-C1|1.0.0|EURUSD|long|sweep@2025-10-28 05:40@1.16555|poi@bullish_order_block@2025-10-28 06:35@1.16557@1.16581|confirm@2025-10-28 06:40|choch@2025-10-28 06:40@1.16540,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,1.1363636364,0.2727272727,0.0,0.0,0.00031,0.00031,1.4090909091,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 0}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 0}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16577, 'bar': 0})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
26677,2025-10-29 14:10,26678,2025-10-29 14:15,26685,2025-10-29 14:50,short,1.16425,1.16483,1.16308,1.16425,0.5,0.534483,-0.034483,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2025-10-29 13:40@1.16472|poi@bearish_order_block@2025-10-29 14:00@1.16460@1.16479|confirm@2025-10-29 14:10|choch@2025-10-29 14:10@1.16488,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.4310344828,0.1034482759,0.0,0.0,0.00031,0.00031,0.5344827586,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 1}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 1}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16425, 'bar': 1})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
27529,2025-11-03 13:10,27530,2025-11-03 13:15,27554,2025-11-03 15:15,long,1.15194,1.15119,1.15343,1.15119,-1.0,0.413333,-1.413333,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2025-11-03 11:55@1.15121|poi@bullish_order_block@2025-11-03 13:00@1.15125@1.15157|confirm@2025-11-03 13:10|choch@2025-11-03 13:10@1.15125,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.3333333333,0.08,0.0,0.0,0.00031,0.00031,0.4133333333,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
27742,2025-11-04 06:55,27743,2025-11-04 07:00,27753,2025-11-04 07:50,short,1.15096,1.15133,1.15022,1.15133,-1.0,0.837838,-1.837838,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2025-11-04 02:50@1.15096|poi@bearish_order_block@2025-11-04 06:50@1.15113@1.15130|confirm@2025-11-04 06:55|choch@2025-11-04 06:55@1.15177,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.6756756757,0.1621621622,0.0,0.0,0.00031,0.00031,0.8378378378,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
28897,2025-11-10 07:10,28898,2025-11-10 07:15,28899,2025-11-10 07:20,short,1.15585,1.15618,1.15519,1.15618,-1.0,0.939394,-1.939394,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2025-11-10 06:30@1.15596|poi@bearish_order_block@2025-11-10 06:50@1.15589@1.15615|confirm@2025-11-10 07:10|choch@2025-11-10 07:10@1.15620,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.7575757576,0.1818181818,0.0,0.0,0.00031,0.00031,0.9393939394,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
28911,2025-11-10 08:20,28912,2025-11-10 08:25,28921,2025-11-10 09:10,short,1.15605,1.15651,1.15513,1.15605,0.5,0.673913,-0.173913,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2025-11-10 06:30@1.15596|poi@bearish_order_block@2025-11-10 08:05@1.15616@1.15648|confirm@2025-11-10 08:20|choch@2025-11-10 08:20@1.15648,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.5434782609,0.1304347826,0.0,0.0,0.00031,0.00031,0.6739130435,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 4}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 4}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.15605, 'bar': 4})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
29197,2025-11-11 08:10,29198,2025-11-11 08:15,29203,2025-11-11 08:40,short,1.1561,1.15634,1.15561,1.15561,1.520833,1.291667,0.229167,TARGET,ST-C1|1.0.0|EURUSD|short|sweep@2025-11-11 07:00@1.15593|poi@bearish_order_block@2025-11-11 08:00@1.15614@1.15631|confirm@2025-11-11 08:10|choch@2025-11-11 08:10@1.15637,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,1.0416666667,0.25,0.0,0.0,0.00031,0.00031,1.2916666667,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 4}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 4}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.1561, 'bar': 4})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
30698,2025-11-18 13:15,30699,2025-11-18 13:20,30700,2025-11-18 13:25,long,1.15847,1.15807,1.15927,1.15807,-1.0,0.775,-1.775,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2025-11-18 11:55@1.15878|poi@bullish_order_block@2025-11-18 13:05@1.15811@1.15826|confirm@2025-11-18 13:15|choch@2025-11-18 13:15@1.15809,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.625,0.15,0.0,0.0,0.00031,0.00031,0.775,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
30701,2025-11-18 13:30,30702,2025-11-18 13:35,30712,2025-11-18 14:25,long,1.15851,1.15801,1.15951,1.15851,0.5,0.62,-0.12,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2025-11-18 11:55@1.15878|poi@bullish_order_block@2025-11-18 13:25@1.15805@1.15833|confirm@2025-11-18 13:30|choch@2025-11-18 13:30@1.15801,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.5,0.12,0.0,0.0,0.00031,0.00031,0.62,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 7}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 7}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.15851, 'bar': 7})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
30934,2025-11-19 08:55,30935,2025-11-19 09:00,30938,2025-11-19 09:15,short,1.1587,1.15906,1.15799,1.1587,0.5,0.861111,-0.361111,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2025-11-19 08:30@1.15910|poi@bearish_order_block@2025-11-19 08:45@1.15889@1.15903|confirm@2025-11-19 08:55|choch@2025-11-19 08:55@1.15916,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.6944444444,0.1666666667,0.0,0.0,0.00031,0.00031,0.8611111111,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 1}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 1}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.1587, 'bar': 1})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
31563,2025-11-21 13:25,31564,2025-11-21 13:30,31566,2025-11-21 13:40,long,1.15213,1.15155,1.15398,1.15155,-1.0,0.534483,-1.534483,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2025-11-21 13:20@1.15153|poi@bullish_order_block@2025-11-21 13:15@1.15161@1.15190|confirm@2025-11-21 13:25|choch@2025-11-21 13:25@1.15153,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.4310344828,0.1034482759,0.0,0.0,0.00031,0.00031,0.5344827586,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
31576,2025-11-21 14:30,31577,2025-11-21 14:35,31619,2025-11-21 18:05,long,1.15166,1.14958,1.15582,1.14958,-1.0,0.149038,-1.149038,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2025-11-21 13:20@1.15153|poi@bullish_order_block@2025-11-21 14:20@1.14966@1.15045|confirm@2025-11-21 14:30|choch@2025-11-21 14:30@1.14966,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.1201923077,0.0288461538,0.0,0.0,0.00031,0.00031,0.1490384615,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
32073,2025-11-25 07:55,32074,2025-11-25 08:00,32092,2025-11-25 09:30,long,1.15169,1.15116,1.15275,1.15275,1.5,0.584906,0.915094,TARGET,ST-C1|1.0.0|EURUSD|long|sweep@2025-11-25 04:30@1.15253|poi@bullish_order_block@2025-11-25 07:30@1.15118@1.15131|confirm@2025-11-25 07:55|choch@2025-11-25 07:55@1.15116,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.4716981132,0.1132075472,0.0,0.0,0.00031,0.00031,0.5849056604,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 12}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 12}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.15169, 'bar': 12})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
32928,2025-11-28 07:10,32929,2025-11-28 07:15,32929,2025-11-28 07:15,short,1.15866,1.15908,1.15783,1.15908,-1.0,0.738095,-1.738095,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2025-11-28 06:25@1.15900|poi@bearish_order_block@2025-11-28 07:05@1.15866@1.15903|confirm@2025-11-28 07:10|choch@2025-11-28 07:10@1.15913,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.5952380952,0.1428571429,0.0,0.0,0.00031,0.00031,0.7380952381,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
33207,2025-12-01 06:25,33208,2025-12-01 06:30,33222,2025-12-01 07:40,long,1.15988,1.1595,1.16064,1.1595,-1.0,0.815789,-1.815789,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2025-12-01 04:10@1.16005|poi@bullish_order_block@2025-12-01 06:15@1.15953@1.15974|confirm@2025-12-01 06:25|choch@2025-12-01 06:25@1.15947,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.6578947368,0.1578947368,0.0,0.0,0.00031,0.00031,0.8157894737,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
34078,2025-12-04 07:00,34079,2025-12-04 07:05,34082,2025-12-04 07:20,long,1.1659,1.1657,1.1663,1.1657,-1.0,1.55,-2.55,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2025-12-04 03:35@1.16591|poi@bullish_order_block@2025-12-04 06:55@1.16572@1.16585|confirm@2025-12-04 07:00|choch@2025-12-04 07:00@1.16562,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,1.25,0.3,0.0,0.0,0.00031,0.00031,1.55,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
35036,2025-12-09 14:50,35037,2025-12-09 14:55,35041,2025-12-09 15:15,long,1.16393,1.16338,1.16503,1.16338,-1.0,0.563636,-1.563636,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2025-12-09 14:40@1.16344|poi@bullish_order_block@2025-12-09 14:40@1.16343@1.16373|confirm@2025-12-09 14:50|choch@2025-12-09 14:50@1.16343,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.4545454545,0.1090909091,0.0,0.0,0.00031,0.00031,0.5636363636,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
37246,2025-12-19 07:00,37247,2025-12-19 07:05,37266,2025-12-19 08:40,long,1.17188,1.17158,1.17249,1.17158,-1.0,1.033333,-2.033333,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2025-12-19 05:25@1.17213|poi@bullish_order_block@2025-12-19 06:45@1.17160@1.17177|confirm@2025-12-19 07:00|choch@2025-12-19 07:00@1.17155,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.8333333333,0.2,0.0,0.0,0.00031,0.00031,1.0333333333,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
37541,2025-12-22 07:35,37542,2025-12-22 07:40,37549,2025-12-22 08:15,short,1.17188,1.1722,1.17124,1.17188,0.5,0.96875,-0.46875,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2025-12-22 05:55@1.17176|poi@bearish_order_block@2025-12-22 07:10@1.17198@1.17218|confirm@2025-12-22 07:35|choch@2025-12-22 07:35@1.17222,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.78125,0.1875,0.0,0.0,0.00031,0.00031,0.96875,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 0}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 0}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.17188, 'bar': 0})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
38188,2025-12-24 13:30,38189,2025-12-24 13:35,38225,2025-12-24 16:35,short,1.17921,1.17976,1.17811,1.17811,1.5,0.563636,0.936364,TARGET,ST-C1|1.0.0|EURUSD|short|sweep@2025-12-24 11:15@1.18006|poi@bearish_order_block@2025-12-24 13:15@1.17956@1.17972|confirm@2025-12-24 13:30|choch@2025-12-24 13:30@1.17984,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.4545454545,0.1090909091,0.0,0.0,0.00031,0.00031,0.5636363636,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 13}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 13}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.17921, 'bar': 13})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
38469,2025-12-26 12:55,38470,2025-12-26 13:00,38474,2025-12-26 13:20,short,1.17732,1.17786,1.17624,1.17786,-1.0,0.574074,-1.574074,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2025-12-26 11:50@1.17719|poi@bearish_order_block@2025-12-26 12:35@1.17761@1.17782|confirm@2025-12-26 12:55|choch@2025-12-26 12:55@1.17796,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.462962963,0.1111111111,0.0,0.0,0.00031,0.00031,0.5740740741,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
39619,2026-01-02 12:45,39620,2026-01-02 12:50,39652,2026-01-02 15:30,long,1.17199,1.17139,1.17318,1.17199,0.5,0.516667,-0.016667,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2026-01-02 11:40@1.17256|poi@bullish_order_block@2026-01-02 12:35@1.17145@1.17179|confirm@2026-01-02 12:45|choch@2026-01-02 12:45@1.17132,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.4166666667,0.1,0.0,0.0,0.00031,0.00031,0.5166666667,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 22}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 22}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.17199, 'bar': 22})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
40193,2026-01-06 12:35,40194,2026-01-06 12:40,40195,2026-01-06 12:45,long,1.1717,1.1712,1.17269,1.1712,-1.0,0.62,-1.62,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2026-01-06 12:15@1.17099|poi@bullish_order_block@2026-01-06 12:30@1.17126@1.17150|confirm@2026-01-06 12:35|choch@2026-01-06 12:35@1.17082,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.5,0.12,0.0,0.0,0.00031,0.00031,0.62,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
40212,2026-01-06 14:10,40213,2026-01-06 14:15,40217,2026-01-06 14:35,long,1.17118,1.17047,1.1726,1.17047,-1.0,0.43662,-1.43662,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2026-01-06 13:25@1.17082|poi@bullish_order_block@2026-01-06 13:55@1.17051@1.17069|confirm@2026-01-06 14:10|choch@2026-01-06 14:10@1.17051,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.3521126761,0.0845070423,0.0,0.0,0.00031,0.00031,0.4366197183,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
40405,2026-01-07 06:15,40406,2026-01-07 06:20,40436,2026-01-07 08:50,short,1.16972,1.17023,1.1687,1.16972,0.5,0.607843,-0.107843,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-01-07 04:10@1.17006|poi@bearish_order_block@2026-01-07 06:05@1.17003@1.17020|confirm@2026-01-07 06:15|choch@2026-01-07 06:15@1.17020,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.4901960784,0.1176470588,0.0,0.0,0.00031,0.00031,0.6078431373,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 7}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 7}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16972, 'bar': 7})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
40760,2026-01-08 11:50,40761,2026-01-08 11:55,40780,2026-01-08 13:30,long,1.16756,1.16693,1.16881,1.16756,0.5,0.492063,0.007937,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2026-01-08 11:45@1.16703|poi@bullish_order_block@2026-01-08 11:45@1.16698@1.16713|confirm@2026-01-08 11:50|choch@2026-01-08 11:50@1.16703,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.3968253968,0.0952380952,0.0,0.0,0.00031,0.00031,0.4920634921,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 3}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 3}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16756, 'bar': 3})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
40995,2026-01-09 07:25,40996,2026-01-09 07:30,41014,2026-01-09 09:00,short,1.1653,1.16559,1.16472,1.16472,1.5,1.068966,0.431034,TARGET,ST-C1|1.0.0|EURUSD|short|sweep@2026-01-09 07:05@1.16560|poi@bearish_order_block@2026-01-09 07:15@1.16538@1.16557|confirm@2026-01-09 07:25|choch@2026-01-09 07:25@1.16562,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.8620689655,0.2068965517,0.0,0.0,0.00031,0.00031,1.0689655172,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 1}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 1}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.1653, 'bar': 1})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
